	Unnamed: 0	author	comment	origin	origin_status	english	category
221	222	cholos	8 years already… where has the time gone?	Thinking Out Loud	1	TRUE	0
264	265	Chris F	"""Because of you I'm ashamed of my life because it's empty."" Makes me ugly cry."	Because Of You	1	TRUE	1
89	89	Chris Spearline	Kelly Clarkson is the reason why all of the singing competition shows exist today	Because Of You	1	TRUE	1
313	313	Chrisss Rv	This the type of music u listen to when the homies aren’t around	Another Love	1	TRUE	0
269	271	Christian van der Bruggen	"It’s a fantastic song. Even if I am thinking out loud ;-)"	Thinking Out Loud	1	TRUE	0
210	211	Christie Strawbridge	This song resonated with me before I even truly realized the extent of the abuse I was actually putting up with as a child	Because Of You	1	TRUE	1
44	44	Christin Nowacki	You are often the only one there for me kelly. 	Because Of You	1	TRUE	1
244	245	Christina Samalia	This song makes my mom cry. That's why I listen to it and think of how it touches her heart. My dad got sick and was gone by the time I was 3 and she never remarried. Her focus was on raising us kids.. Her heart is still young and she still feels at 70 years old. The heart is immortal folks. Wish she had someone special.	Thinking Out Loud	1	TRUE	1
298	299	Chuga Comedy	"I can't stop listening to this song every time coz I love it 
Love from Tanzania "	Because Of You	1	TRUE	0
178	179	Cicera Romana	Te amor de mais cara canta de mais vei te amor te amor te amor te amor te amor eu amor vc de mais vei	Thinking Out Loud	1	TRUE	-1
202	205	cjw	So beautiful. 	All of Me	1	TRUE	0
318	321	CloudTod	"Lyrics ....

When your legs don't work like they used to before
And I can't sweep you off of your feet
Will your mouth still remember the taste of my love
Will your eyes still smile from your cheeks
And darling I will be loving you 'til we're 70
And baby my heart could still fall as hard at 23
And I'm thinking 'bout how people fall in love in mysterious ways
Maybe just the touch of a hand
Oh me I fall in love with you every single day
And I just wanna tell you I am
So honey now
Take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart
I'm thinking out loud
Maybe we found love right where we are
When my hair's all but gone and my memory fades
And the crowds don't remember my name
When my hands don't play the strings the same way, mm
I know you will still love me the same
'Cause honey your soul can never grow old, it's evergreen
Baby your smile's forever in my mind and memory
I'm thinking 'bout how people fall in love in mysterious ways
Maybe it's all part of a plan
I'll just keep on making the same mistakes
Hoping that you'll understand
But baby now
Take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart
I'm thinking out loud
That maybe we found love right where we are, oh
So baby now
Take me into your loving arms
Kiss me under the light of a thousand stars
Oh darling, place your head on my beating heart
I'm thinking out loud
That maybe we found love right where we are
Oh baby, we found love right where we are (maybe)
And we found love right where we are"	Thinking Out Loud	1	TRUE	0
195	198	Clover Cage	Life was so different when this came out... I wish that one day John Legend would listen to my music and we make a hit song together. God bless everyone going through it like me. Better days are coming..	All of Me	1	TRUE	1
138	139	colleen gosse	already liked this song, but this is the first time i watched the video, love, love, love it	Thinking Out Loud	1	TRUE	0
222	222	comsultora da idraliso	Um outro amor	Another Love	1	TRUE	-1
124	124	Connie	Love it so much I cry every time I hear it was suppose to be mine and my ex- girlfriend wedding song. Than on Aug 3rd. 2022 she got sick. Blood infection she went In to septic shock . Had 4 minors strokes. Open heart surgery. She made it threw survived but cuz of the strokes she lost her short term memory. Now she don't know who I am anymore!!!! For real n than her family asked me to leave the hospital. N never come back. They'll let me know if she remembers me in the time to come. Haven't heard anything from them yet. I still cry ever time I hear it. I'll always miss you babygirl for ever in my heart.	All of Me	1	TRUE	1
50	50	Connor Ewart	This was one of my grandma's funeral songs and every once in a while I come back to listen to it, not to remind me of her but to remind me of what true love was. 3 week after she passed my grandfather passed and everyone, including my grandma knew he held on to life just so she couldn't or didn't live without him. She was my rock and even though its been over 7 years since her passing, not a day goes by without her happy, joyful smile doesn't cross my mind. All though its been hard without her in my life I've never forgot how happy she made me feel or how my grandfather put her first. She was my rock through hard times and will always be	Thinking Out Loud	1	TRUE	1
50	50	Consuelo Mazara	Still watching this in 2023! To all of you reading this comment, I wish you all you deserve and a beautiful life	All of Me	1	TRUE	0
291	292	Coony0806	"This song is still heart breaking even after 11 years and it still makes people cry
EDIT: Thank you guys for likes,stay safe"	Because Of You	1	TRUE	1
236	237	Cori Almeida	I Dying of love for Ed Sheeran	Thinking Out Loud	1	TRUE	1
167	167	Corrupt Unicorn	I LITERALLY LOVE THIS SONG	Another Love	1	TRUE	0
15	15	Corrupted	yo these lyrics hit wayyy too hard	Another Love	1	TRUE	0
47	47	Cosimo	Whenever I hear this song, I feel nostalgic as it reminds me of all the wonderful things in life, but also of what could have been or what I might have missed. WOW - an emotional rollercoaster I can't describe.	Another Love	1	TRUE	1
186	189	Craig Jonker	Gosh this song.......	All of Me	1	TRUE	0
276	278	Cristina Viegas	Em 2023,,shes beautifil he beautifil..is song is Very special	Thinking Out Loud	1	TRUE	0
304	305	Cruisin Memories Songs  	If you re here in 2020, it means you have a good musical taste	Because Of You	1	TRUE	0
148	148	Cruisin Music 	This song made me realize that I’m more in love with the thought of being in love than actually being in love with someone.	Because Of You	1	TRUE	1
128	128	Cruisin Songs TV	If you're watching this in 2021, I love you and you're not alone.	All of Me	1	TRUE	0
82	82	Crys AJb	"When you cannot buy a beautiful child a floral dress simply because the colors associate with trauma, then please stop and remind me how much you hated the smell of flowers from the well of saints.
I'll be the one laughing inappropriately and won't tell you what you smell like."	All of Me	1	TRUE	0
309	310	Crystal Gregori	Absolutely 	Because Of You	1	TRUE	0
250	251	Crystal Rhyne	2023 and still listening I love this song	Thinking Out Loud	1	TRUE	0
71	71	crystin Surly	I have memories with this song. I can’t stop my tears when I listening this song. I always remember my sweetheart 	All of Me	1	TRUE	1
33	33	Cynthia Williams	I use to really like this song, until I learned how not to give anyone that kind of power over me.  I am a survivor of domestic violence, and I was able to self teach myself how to be stronger and more independent. I look both ways, because I don't want to get hurt. I want to love again, and I know I will.	Because Of You	1	TRUE	1
168	168	Cyrusleaf1101	I didnt even know this was made ten years ago. Wild. Amazing song.	Another Love	1	TRUE	0
60	60	D. Nejir	It took me 8 years to find out that such a good song exists	Another Love	1	TRUE	0
281	285	DAILY RANKING	2023 still legend	All of Me	1	TRUE	0
226	226	Daily Tube	I have no idea how many times I heard this song....... I'm addicted with this music	Another Love	1	TRUE	0
295	295	Dalia	This song sounds a way different when you're sad.	Another Love	1	TRUE	0
154	154	Dama Guardado	Q musica mas linda 	Another Love	1	TRUE	-1
54	54	DaMomDiary	I just wanted to say as a big fan since idol, you are such an inspiration for young girls and women everywhere! Your just keep being you and we will always love you for it Kelly! Xoxoxo	Because Of You	1	TRUE	0
125	125	Dan Despres	This song was the main theme at my wedding. Any time it comes on, my wife and I can't help but dance. This tune slaps beyond the reach of time.	Thinking Out Loud	1	TRUE	1
26	26	Dan Soares	"What would I do without your smart mouth?
Drawing me in, and you kicking me out
You've got my head spinning, no kidding, I can't pin you down
What's going on in that beautiful mind?
I'm on your magical mystery ride
And I'm so dizzy, don't know what hit me, but I'll be alright
My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you, oh-oh
How many times do I have to tell you?
Even when you're crying, you're beautiful too
The world is beating you down, I'm around through every mood
You're my downfall, you're my muse
My worst distraction, my rhythm and blues
I can't stop singing, it's ringing in my head for you
My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you, oh-oh
Give me all of you, oh
Cards on the table, we're both showing hearts
Risking it all, though it's hard
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you
I give you all of me
And you give me all of you, oh-oh."	All of Me	1	TRUE	1
67	67	Dan Vaughn	They Still Ain't On This Level By FAR!	All of Me	1	TRUE	0
304	307	Dana Bruno	"me in 2014: this song is beautiful
me in 2015: this song is beautiful
me in 2016: this song is beautiful
me in 2017: this song is beautiful
me in 2018: this song is beautiful
me in 2019: this song is beautiful
me in 2020: this song is beautiful
me in 2021: this song is beautiful
After 100 years: this song is beautiful"	Thinking Out Loud	1	TRUE	0
