,author,comment,origin,origin_status,Unnamed: 0,lang,time_stamps
12404,TheAuto Dan,I Am That I Am . 3-13.22. It was an LED light strobing. RGB. Then a meditation vid. 4:30ish,Ed_Sheeran-Thinking_Out_Loud,1,,en,['4:30']
12438,Marie Anderson,"9:22 Son unos de los Xxlike.UnO


51:41 Sun: ''Hotter''
32:40 Hopi: ''Sweeter''
23:12 Joonie: ''Cooler''
47:55 Yoongi: ''Butter''


35:40 Son unos de los mejores conciertos ,
hay nomas pa ra reirse un rato y no estar triste y estresado por la vida dura que se vive hoy...zMAk 🖤
Son unos de los mejores conciertos, no puede ir pero de tan solo verlos desde pantalla, se que estuvo sorprendente  ⬇",Ed_Sheeran-Thinking_Out_Loud,1,,es,"['9:22', '51:41', '32:40', '23:12', '47:55', '35:40']"
12442,MUSRIFA SANGGA,Here I am checking this song because someone in TikTok that 0:45 has someone whisper.,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
12449,Mundo William Ojeda  2023,"-2:25    ,    -2:18   
que talento tiene esa mujer!!!.😍😍🤩🤩😍😍😘😘😘😍😘😘😘😍😍😍😍😘😘😘😍😍😍",Ed_Sheeran-Thinking_Out_Loud,1,,es,"['2:25', '2:18']"
12482,Oni,"0:45 listen carefully when he speak ""heart"" there's another smooth voice overlapped",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
12520,Ivett,"0:45 i still remember this part,my sister used to scare me with this part and say the voice is gonna get me and possess my body (btw i was a naive little kid back then (even now) sooo.....)",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
12555,Kier Salado,"listen to this part there is a baby voice"" 0:42  baby my heart"" (heart) said the baby voice so creepy😨",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:42']
12630,Maria Muñoz,El minuto 3:00  lo amo❤️,Ed_Sheeran-Thinking_Out_Loud,1,,es,['3:00']
12777,Leah Ward,"9:11 Son unos de los xxLike.UnO


52:41 Sun: ''Hotter''
32:40 Hopi: ''Sweeter''
23:12 Joonie: ''Cooler''
47:55 Yoongi: ''Butter''


35:40 Son unos de los mejores conciertos ,
hay nomas pa ra reirse un rato y no estar triste y estresado por la vida dura que se vive hoy...zlpF 🖤
Son unos de los mejores conciertos, no puede ir pero de tan solo verlos desde pantalla, se que estuvo sorprendente  ⬇",Ed_Sheeran-Thinking_Out_Loud,1,,es,"['9:11', '52:41', '32:40', '23:12', '47:55', '35:40']"
12805,Becki Phillips,"6:11 Son unos de los Xxlike.Uno


11:44 Sun: ''Hotter''
12:50 Hopi: ''Sweeter''
13:51 Joonie: ''Cooler''
17:55 Yoongi: ''Butter''


15:50 Son unos de los mejores conciertos ,
, no puede ir pero de tan solo verlos desde pantalla, se que estuvo sorprendente qqsO...
Tu..belleza.viaja.al.universo.se.reune.con.estrellas. 🖤 y.luceros...tu.mirada.enamora.al.sol.....tu.hermosura.quedara.por..una.eternidad.en.los.corazonede.",Ed_Sheeran-Thinking_Out_Loud,1,,es,"['6:11', '11:44', '12:50', '13:51', '17:55', '15:50']"
12807,Lady Grace Dela Cruz,"0:46 and you'll hear a child voice in the part ""heart""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:46']
12834,☆le6per!,0:45 who's sound is it?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
12892,Koda,It's 2022 but still i wonder whats that voice in the backround 0:45 lol,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
12913,Gaboo Hawk,Totoo nga yung boses ng bata 😳😳 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,tl,['0:45']
12914,Gaboo Hawk,"0:44 a girls voice will be heard after ed sheerans ""baby my heart"" 😳",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
12937,Katherine Browne,"""0:46"" Listen carefully. This is horrifying",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:46']
12954,Minecone Minecone,"No one knows:

0:44
Ed sheeran: Baby my, heart
Creepy kid voice: heart..",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
12990,Vishwa Kansara,3:01 best part of the song and dance,Ed_Sheeran-Thinking_Out_Loud,1,,en,['3:01']
13000,Oreokooki,0:45 you can hear a voice of a kid saying heart,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
13006,DarkSider,"0:44 in ""baby my heart"" part a kid said ""heart"" listen to it who might it be?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
13016,朝日,"❗❗WEAR EARPHONES!!❗❗
0:43 ""Baby my heart"" listen to this part. There's a child saying ""Heart"" the reason I can't pee rn. I think it's a boy",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:43']
13023,akoni,"0:42 there's a kid dueting Ed Sheeran ""baby my HEART""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:42']
13038,John Andrei ツ,"0:43 after he said heart I heard a child said also ""heart' 😨",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:43']
13051,ulsssss,Ang creepy sa 0:45 HAHAHA 😭,Ed_Sheeran-Thinking_Out_Loud,1,,tl,['0:45']
13056,Stake X Gaming,"0:44 Omg the ""Baby my Heart"" Line, there's a kid that sang the song with ed Sheeran",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
13066,Pray Bogard,"0:01 the vibes like “water, earth, fire air. Long ago......”",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:01']
13318,Varun thamba,Paused at 1:42 and was like whaaa,Ed_Sheeran-Thinking_Out_Loud,1,,af,['1:42']
13351,Almira ᶜʰªᵗ✶ˢᴱˣ✶ Free (videonong.com),6:40 You drive me crazy!,Ed_Sheeran-Thinking_Out_Loud,1,,fr,['6:40']
13383,klarisa,"Day:Monday Year:2022 Time:15:15 Month:Febuary 7th 
I greet you until the future :)",Ed_Sheeran-Thinking_Out_Loud,1,,en,['15:15']
13399,Maris ᶜʰªᵗ✶ˢᴱˣ✶ Free (videonong.com),13:55 I’m not flirting. I’m just being extra friendly to someone who is extra attractive.,Ed_Sheeran-Thinking_Out_Loud,1,,en,['13:55']
13400,Maris ᶜʰªᵗ✶ˢᴱˣ✶ Free (videonong.com),"14:39 In my wedding, do you want to be my bride?",Ed_Sheeran-Thinking_Out_Loud,1,,cy,['14:39']
13473,Y O G I R A J,00:56  Umair Music 🔥,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:56']
13524,Diệu Vân 500k vào (chonbantinh.xyz),12:52 Nhân gian vốn lắm bộn bề Sao không bỏ hết rồi về bên nhau,Ed_Sheeran-Thinking_Out_Loud,1,,vi,['12:52']
13559,yourbread🍞,"I remember I was so scared of that girl in the chorus part. XD

0:45",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
13785,ARJAY GARCIA GAMINO,0:44-0:45 gives me chill dahil ang cute ng sumabay sa kanya sa pagbigkas ng heart ❤️,Ed_Sheeran-Thinking_Out_Loud,1,,tl,"['0:44', '0:45']"
13877,Prasan CQR,Its 1:55 at night and I'm listening to this masterpiece and thinking bout her❤️,Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:55']
13917,Yamzie Moyo,"Ed: I can't dance.
Also Ed: 3:33",Ed_Sheeran-Thinking_Out_Loud,1,,en,['3:33']
14023,Nuggets,Me to the guy in the wheelchair: 0:09,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:09']
14081,Spc. Costa A Carlos,Look I’m back again 1/13/22 time 8:10pm Army Strong HooaH!!!,Ed_Sheeran-Thinking_Out_Loud,1,,en,['8:10']
14134,Vitor Couto,1:48 Yummi,Ed_Sheeran-Thinking_Out_Loud,1,,fi,['1:48']
14167,Sarah Jane Garcia,"7 years ago since it was released but still cant forget the child @0:45 with the word ""heart""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
14322,N.T H,3:33 Best Part,Ed_Sheeran-Thinking_Out_Loud,1,,de,['3:33']
14379,Euphoria,Check guys 0:45 sounds like child ghost 👻,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
14484,paulo santos,narinig nyo ba sa 00:45?,Ed_Sheeran-Thinking_Out_Loud,1,,tl,['00:45']
14728,Anjelica Usuvale,I really miss minez... #09:11:2020,Ed_Sheeran-Thinking_Out_Loud,1,,en,['09:11']
14777,ITA_ _CHI,"1:57 ""and the crowd dont remember my name"" hurts☺️☺️🤕🤕",Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:57']
14978,B R U H,0:45 just remembered when me and my classmates thought it was a ghost lol,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
15072,John Lark,2:08 Ed just did the Jojo reference,Ed_Sheeran-Thinking_Out_Loud,1,,en,['2:08']
15165,peaches martin,From 2:58 and even before SEXY ❤️❤️ it ..she raw they snapped,Ed_Sheeran-Thinking_Out_Loud,1,,en,['2:58']
15197,RAN HUO,discord ping at 3:55,Ed_Sheeran-Thinking_Out_Loud,1,,en,['3:55']
15252,Risha Pedroso,I came back here because of that creepy child's voice at 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
15253,Karen Bendezú,"05-12-21
01:08 a.m
No puedo dormir
[14 años]
ARMY&BTS💜
Es hora de crecer y ser valiente..!








Adiós yo del pasado!!♥

[espero ser lo suficiente fuerte para hacerlo]",Ed_Sheeran-Thinking_Out_Loud,1,,es,['01:08']
15262,albySL,"0:45
Kids says hearts",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
15296,kiko213,que lindo OGT  1:48,Ed_Sheeran-Thinking_Out_Loud,1,,pt,['1:48']
15311,zaeL for sale,"Am I the only one who heard the child/kid in 0:45 ""baby my heart"" the ""heart"" one",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
15338,Unknown User,0:45 the sound of a child is still creepin' me out,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
15412,Angga Prayoga,0:44 what sound? Like girl,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
15423,Idojuander,This song is so beautiful but did you hear a kids voice in the heart lyric 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
15474,grace,1:58 We will always remember ur name,Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:58']
15699,james galanaga,I love this song but that kids voice at 0:45 singing with Ed (Heart) still gives me goosebumps,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
15704,Elezar Y. Pardillada,3:50 listen closely for a discord notification sound effect,Ed_Sheeran-Thinking_Out_Loud,1,,en,['3:50']
15741,Migo Fishing and Adventures,meron bata sumabat sa heart sa 0:46,Ed_Sheeran-Thinking_Out_Loud,1,,tl,['0:46']
15751,RiriBeingUnique,"For my school project 
(1:19-1:49)",Ed_Sheeran-Thinking_Out_Loud,1,,en,"['1:19', '1:49']"
15761,Weirdfishwastaken,Y’all check at 0:45 you can hear a kid voice,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
15872,Justin Novilla,0:45 this freaked me out when I was a kid,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
15917,Gon Castrence,0:45 still thinkin bout the little kids' voice at the word heart. nag trend sa pinas.,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
16045,Darlyn Valenzona,"so do you still remember the rumor back then about the child say ""heart"" ? it's in 0:45",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
16114,Celebrity_edits,0:45 the child so creepy😐,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
16226,Kurokami Kaitan,"I'm listening to it again, not because I'm nostalgic, but because around 0:44 you can hear another voice.",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
16240,star random,4/nov/21 3:00pm,Ed_Sheeran-Thinking_Out_Loud,1,,sk,['3:00']
16366,Rolt,2:08 to 2:15 holy the piano here is so awesome i cant help my self from listening to it again and again,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['2:08', '2:15']"
16389,James Marion Villena,did anyone else hear the kid voice like sound at 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
16534,SleeP SleeP,2:10  var,Ed_Sheeran-Thinking_Out_Loud,1,,sv,['2:10']
16541,German Rodriguez,"0:45 You can hear the child said ""Heart""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
16585,Feejey,0:45 why is there a second voice?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
16617,John Elijah,"Finally, after 7 years I heard the kid at 0:45",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
16685,Breaon RGB,4:24 thumbnail,Ed_Sheeran-Thinking_Out_Loud,1,,vi,['4:24']
16689,Mechaelah Sayana,0:45 heart,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
16708,Unicorn Chicks,0:45 at the left side,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
16717,Etoillé Silv,"0:45 that creepy girl who said ""heart"" 😩👍",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
16753,Lsd Ynt,"0:45
OMG. . .",Ed_Sheeran-Thinking_Out_Loud,1,,de,['0:45']
16843,Andrew Ferguson,@3:03  YEAS!!!,Ed_Sheeran-Thinking_Out_Loud,1,,cy,['3:03']
16917,CoolKids,0:44 Probably This is not A ghost Voice they Said this is Glitch oF the Mike Sometimes This Happened to My Mike Rn,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
17045,Dharkk Hex,"0:45 creepy, someone say heart too.🤣",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
17080,Charlotte Freeman,POV: you came from the Pinterest post that said Harry was the supporting vocal from 2:30-3:30,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['2:30', '3:30']"
17176,Ashrut Sharma,0:09 Me after leg day.,Ed_Sheeran-Thinking_Out_Loud,1,,da,['0:09']
17193,Phương Anh 300K Vào Timban24h xyz,03:15 chào mọi người e ở đây từ sáng 🤰,Ed_Sheeran-Thinking_Out_Loud,1,,vi,['03:15']
17194,Phương Anh 300K Vào Timban24h xyz,06:45  Tao cute thế này. 👋,Ed_Sheeran-Thinking_Out_Loud,1,,vi,['06:45']
17195,Phương Anh 300K Vào Timban24h xyz,02:54 Ai còn online inbox nói chuyện cho đỡ buồn không nhỉ? 🍨,Ed_Sheeran-Thinking_Out_Loud,1,,vi,['02:54']
17275,Денис Петраш,The moment in 2:10 when Ed plays on her leg guitar is ingenious! 😍,Ed_Sheeran-Thinking_Out_Loud,1,,en,['2:10']
17317,Maulana Adam,Creepy 0:43,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:43']
17353,Quiet Quest,ED can never sing a song without a guitar 2:08,Ed_Sheeran-Thinking_Out_Loud,1,,en,['2:08']
17469,"Bahilot, Erica",0:45 stil wondering who's behind that little voice still creepy,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
17574,Muhammad Dicky,0:44 did you hear something?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
17604,Hansel Joshua,00:44 Wtf,Ed_Sheeran-Thinking_Out_Loud,1,,de,['00:44']
17625,Vaijayanti Lavangare,"1:52
dance step is  same to same copied in indian bollywood song named- hua hain aaaj pehli baar from sanam re 2016 film.",Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:52']
17638,arya gaming,"0:45 when he said heart,  someone said heart",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
17671,Yasmin Leonel,2:40 a voz de fundo é o HARRY STYLES msm ???😍,Ed_Sheeran-Thinking_Out_Loud,1,,pt,['2:40']
17672,abcdefghi__jklmnopqrstuvwxyz,I like hearing a voice that follows in seconds 0:45 Who's that?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
17839,FNAF Editz,2:46 BEST PART,Ed_Sheeran-Thinking_Out_Loud,1,,id,['2:46']
17852,MikeThe Melon,3:54 It just me or one of the discord mod ping me?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['3:54']
18109,Freddie Montanez,9/4/21. 7:03am Listening to this masterpiece. Love you Ed Sheeran. Thanks man for your beautiful ❤️ music.,Ed_Sheeran-Thinking_Out_Loud,1,,en,['7:03']
18151,ethanHunt,"1:46 - 1:53 , the best view of my life",Ed_Sheeran-Thinking_Out_Loud,1,,en,"['1:46', '1:53']"
18222,Anything Short Hair,the voice of the ghost in 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
18379,Juliee Juliee,Harry’s vocals support from 2:30 to 3:50 thank you,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['2:30', '3:50']"
18431,Gheslyn Gawaran,0:45 *heart* a little voice. 😱 Listen carefully.,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
18436,dwayne bein,"I still hear that ""heart"" and it still scares me. 0:46",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:46']
18497,Huh? What?,0:11 when the old lady falls down the stairs,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:11']
18671,Maeann Ocon Vlogs,August 18 Time check 9:37pm,Ed_Sheeran-Thinking_Out_Loud,1,,de,['9:37']
18674,RedRxsy,"Pause the video.
1:49",Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:49']
18886,Novad Yaomah,0:09 The only reason I came back here is because I want to laugh at this line,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:09']
18905,Coolest kid in the school,"0:22
Me:Oh I rEmEmBeR ThIs SoNg ToO",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:22']
18997,André Oddi,2:08 êta pezão encardido!,Ed_Sheeran-Thinking_Out_Loud,1,,pt,['2:08']
19046,lvci,0:44 back when this was creepy😂😂,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
19206,MUSIC,I still remember the creepy voice in 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
19217,Kabir Thapar,01:15  5 August 2021. The girl in my library suggest me this one. I just love her she's perfect man .😥😥😥😥😥,Ed_Sheeran-Thinking_Out_Loud,1,,en,['01:15']
19238,Ace Formales,Theres a creepy voice in 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
19245,I play Roblox for nothing,0:44 someone whispered if u listent carefully,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
19308,koykoy Gonzales,"3.2B views  0:43 hear it closely... There is ghost here 8n this song .... Here it everyone I'm not kidding... Ed sheeran has double in this song and that is unknown child🤔😲😲😲..he /she said ""heart"" ♥️",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:43']
19314,a depressed scp guard.,"0:09
*You came here for this.*",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:09']
19324,Mo0njaw,August 1 10:20PM nice,Ed_Sheeran-Thinking_Out_Loud,1,,en,['10:20']
19391,moom tonight,"In Peru, a contestant sang this same song of Ed Sheeran 
 https://www.youtube.com/watch?v=t7pQbMlf02Q minute 9:23 :3",Ed_Sheeran-Thinking_Out_Loud,1,,en,['9:23']
19443,Un Da,"0:45 Child's voice. I got goosebumps😰 he say Heart.. When ""baby my Heart""😰",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
19691,Chow Adictiv,I still can heard the sound of ghost at 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
19724,KoolGaemrCid,"3:55 i always hear a discord notification here, listen",Ed_Sheeran-Thinking_Out_Loud,1,,en,['3:55']
19826,Peter Playz,0:09 to 0:12 Is the reason why I'm here.,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['0:09', '0:12']"
19918,cutie Robloxer,0:43 someone join the song!! I think it's 7 yrs old boy or Pluss but it's 2021 still remember how creepy and how love it on this song🕊️🥀,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:43']
20039,Jannette Espiritu,0:45 baby my heart (heart) again echo,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
20040,GigaChad,0:08 connor mcgregor be like:,Ed_Sheeran-Thinking_Out_Loud,1,,no,['0:08']
20180,Poor Keqing,0:45 and baby my heart,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
20225,that'shai,i return here just to listen the child's 2nd voice at 0:44,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
20312,Morpheus,0:08 Takemichi to Hinata,Ed_Sheeran-Thinking_Out_Loud,1,,sw,['0:08']
20370,Breakthrøugh,Este desgarro no deja de darme escalofríos...heavy 3:02,Ed_Sheeran-Thinking_Out_Loud,1,,es,['3:02']
20503,Lyaa,0:45 is so creepy,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
20598,Ainin Sofiya,0:45 a child's voice is heard,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
20599,Ainin Sofiya,0:45 ada suara budak budak,Ed_Sheeran-Thinking_Out_Loud,1,,id,['0:45']
20766,fiveonepures,"Hear it, little mistery voice 😊
00:45",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
20801,J,0:45 literally my childhood 😌😌,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
20897,Siseko Madikizela,"2:08 jojo reference,if you know, you know",Ed_Sheeran-Thinking_Out_Loud,1,,en,['2:08']
20915,Meow Cat,"Most people leaving their date here soo Tue,22 June,2021 Trinidad,10:42pm",Ed_Sheeran-Thinking_Out_Loud,1,,en,['10:42']
20922,studentofcounterpoint,1:08 did his voice glitched or maybe it's from the mixing table?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:08']
21004,018 _ LL. SYARIF HIDAYATULLAH,1:08 aku kepadamu setiap hari. Ily untuk anda yg tidak pernah membalas dengan perasaan yang sama,Ed_Sheeran-Thinking_Out_Loud,1,,id,['1:08']
21016,KrafTeze7. Chann,0:44 can you hear girl say heart?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
21032,Charfadin Al-hadje,12:33am/ 19-06-2021 still listening,Ed_Sheeran-Thinking_Out_Loud,1,,sv,['12:33']
21049,Ken ๑y๑,0:44  Creepy kid☹️,Ed_Sheeran-Thinking_Out_Loud,1,,af,['0:44']
21057,Itachi Uchihappy,"OMG ITS 2021, BUT DID YOU HEAR THE SOUND OF LKE A BABY VOICE IN 0:45? :O :O :O",Ed_Sheeran-Thinking_Out_Loud,1,,pt,['0:45']
